"Station Name","CALGARY INTL A"
"Province","ALBERTA"
"Current Station Operator","NAV Canada"
"Latitude","51.12"
"Longitude","-114.01"
"Elevation","1099.10"
"Climate Identifier","3031092"
"WMO Identifier","71877"
"TC Identifier","YYC"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2019-04-26 06:00","2019","04","26","06:00","0.0","","-10.2","","47","","34","","17","","32.2","","88.95","","","","-5","","NA"
"2019-04-26 07:00","2019","04","26","07:00","1.2","","-9.8","","44","","34","","23","","64.4","","88.98","","","","","","NA"
"2019-04-26 08:00","2019","04","26","08:00","2.2","","-9.8","","41","","34","","24","","56.3","","89.00","","","","","","Cloudy"
"2019-04-26 09:00","2019","04","26","09:00","4.6","","-8.8","","37","","1","","17","","56.3","","88.99","","","","","","NA"
"2019-04-26 10:00","2019","04","26","10:00","6.9","","-7.5","","35","","4","","17","","64.4","","88.97","","","","","","NA"
"2019-04-26 11:00","2019","04","26","11:00","6.9","","-3.8","","47","","5","","17","","48.3","","88.98","","","","","","Mostly Cloudy"
"2019-04-26 12:00","2019","04","26","12:00","7.1","","-1.2","","55","","10","","18","","48.3","","88.98","","","","","","NA"
"2019-04-26 13:00","2019","04","26","13:00","8.4","","-1.2","","51","","4","","15","","32.2","","88.96","","","","","","NA"
"2019-04-26 14:00","2019","04","26","14:00","9.2","","-4.1","","39","","4","","21","","32.2","","88.92","","","","","","Mainly Clear"
"2019-04-26 15:00","2019","04","26","15:00","8.7","","-5.7","","36","","7","","14","","24.1","","88.88","","","","","","NA"
"2019-04-26 16:00","2019","04","26","16:00","9.1","","-6.0","","34","","12","","18","","24.1","","88.85","","","","","","NA"
"2019-04-26 17:00","2019","04","26","17:00","8.0","","-3.7","","43","","11","","23","","24.1","","88.84","","","","","","Mainly Clear"
"2019-04-26 18:00","2019","04","26","18:00","7.2","","-4.3","","44","","14","","18","","24.1","","88.85","","","","","","NA"
"2019-04-26 19:00","2019","04","26","19:00","6.8","","-4.6","","44","","16","","23","","24.1","","88.82","","","","","","NA"
"2019-04-26 20:00","2019","04","26","20:00","5.8","","-3.8","","50","","15","","24","","24.1","","88.81","","","","","","Mostly Cloudy"
"2019-04-26 21:00","2019","04","26","21:00","4.7","","-4.0","","53","","16","","25","","24.1","","88.80","","","","","","NA"
"2019-04-26 22:00","2019","04","26","22:00","4.2","","-4.0","","55","","17","","24","","24.1","","88.75","","","","","","NA"
"2019-04-26 23:00","2019","04","26","23:00","3.3","","-2.2","","67","","17","","27","","24.1","","88.67","","","","","","Mostly Cloudy"
"2019-04-27 00:00","2019","04","27","00:00","2.8","","-1.7","","72","","17","","32","","16.1","","88.61","","","","","","NA"
"2019-04-27 01:00","2019","04","27","01:00","2.2","","-1.9","","74","","14","","20","","16.1","","88.56","","","","","","Snow"
"2019-04-27 02:00","2019","04","27","02:00","2.3","","-1.2","","77","","16","","21","","24.1","","88.43","","","","","","Mostly Cloudy"
"2019-04-27 03:00","2019","04","27","03:00","1.7","","-1.2","","81","","15","","31","","16.1","","88.33","","","","","","NA"
"2019-04-27 04:00","2019","04","27","04:00","0.9","","-1.4","","84","","16","","23","","12.9","","88.28","","","","","","NA"
"2019-04-27 05:00","2019","04","27","05:00","0.6","","-1.4","","86","","15","","26","","12.9","","88.19","","","","","","Cloudy"
"2019-04-27 06:00","2019","04","27","06:00","0.7","","-1.0","","89","","15","","19","","12.9","","88.15","","","","","","NA"
"2019-04-27 07:00","2019","04","27","07:00","1.2","","-0.4","","89","","14","","13","","9.7","","88.10","","","","","","Fog"
"2019-04-27 08:00","2019","04","27","08:00","1.4","","-0.2","","90","","36","","1","","19.3","","88.10","","","","","","Cloudy"
"2019-04-27 09:00","2019","04","27","09:00","1.9","","0.2","","89","","9","","5","","14.5","","88.00","","","","","","Rain Showers"
"2019-04-27 10:00","2019","04","27","10:00","3.5","","1.2","","85","","3","","16","","19.3","","88.01","","","","","","Rain Showers"
"2019-04-27 11:00","2019","04","27","11:00","4.2","","0.5","","77","","4","","20","","24.1","","88.01","","","","","","Mostly Cloudy"
"2019-04-27 12:00","2019","04","27","12:00","4.7","","-0.5","","69","","2","","25","","14.5","","88.01","","","","","","Rain Showers,Snow Showers"
"2019-04-27 13:00","2019","04","27","13:00","1.9","","-1.0","","81","","3","","34","","6.4","","88.00","","","","","","Snow Showers"
"2019-04-27 14:00","2019","04","27","14:00","1.2","","-1.0","","85","","2","","31","","3.2","","88.06","","","","","","Snow Showers"
"2019-04-27 15:00","2019","04","27","15:00","0.1","","-1.3","","90","","2","","37","","1.0","","88.12","","","","","","Snow"
"2019-04-27 16:00","2019","04","27","16:00","-0.3","","-1.4","","92","","2","","41","","0.4","","88.21","","","","-8","","Heavy Snow"
"2019-04-27 17:00","2019","04","27","17:00","-0.6","","-1.6","","93","","2","","49","","0.2","","88.35","","","","-9","","Heavy Snow,Blowing Snow"
"2019-04-27 18:00","2019","04","27","18:00","-1.0","","-1.9","","93","","2","","63","","0.2","","88.55","","","","-10","","Heavy Snow,Blowing Snow"
"2019-04-27 19:00","2019","04","27","19:00","-1.4","","-2.3","","94","","1","","49","","0.4","","88.77","","","","-10","","Moderate Snow,Blowing Snow"
"2019-04-27 20:00","2019","04","27","20:00","-1.8","","-2.7","","94","","1","","50","","0.6","","88.97","","","","-11","","Moderate Snow,Blowing Snow"
"2019-04-27 21:00","2019","04","27","21:00","-2.2","","-3.1","","93","","2","","43","","0.8","","89.17","","","","-11","","Snow,Blowing Snow"
"2019-04-27 22:00","2019","04","27","22:00","-2.4","","-3.4","","93","","1","","30","","0.8","","89.28","","","","-10","","Snow,Blowing Snow"
"2019-04-27 23:00","2019","04","27","23:00","-2.6","","-3.5","","93","","36","","28","","1.0","","89.36","","","","-10","","Snow,Blowing Snow"
"2019-04-28 00:00","2019","04","28","00:00","-2.8","","-3.8","","93","","1","","24","","1.2","","89.42","","","","-9","","Snow"
"2019-04-28 01:00","2019","04","28","01:00","-2.4","","-5.0","","83","","35","","32","","16.1","","89.44","","","","-10","","NA"
"2019-04-28 02:00","2019","04","28","02:00","-2.9","","-6.4","","77","","35","","30","","24.1","","89.48","","","","-10","","Mostly Cloudy"
"2019-04-28 03:00","2019","04","28","03:00","-3.8","","-7.3","","77","","34","","30","","24.1","","89.52","","","","-11","","NA"
"2019-04-28 04:00","2019","04","28","04:00","-4.4","","-7.8","","77","","34","","30","","24.1","","89.62","","","","-12","","NA"
"2019-04-28 05:00","2019","04","28","05:00","-4.7","","-8.3","","76","","34","","25","","24.1","","89.68","","","","-12","","Mostly Cloudy"
"2019-04-28 06:00","2019","04","28","06:00","-4.8","","-8.4","","76","","34","","28","","32.2","","89.74","","","","-12","","NA"
"2019-04-28 07:00","2019","04","28","07:00","-4.6","","-8.6","","74","","34","","18","","48.3","","89.79","","","","-11","","NA"
"2019-04-28 08:00","2019","04","28","08:00","-3.9","","-8.3","","72","","33","","19","","64.4","","89.81","","","","-10","","Mainly Clear"
"2019-04-28 09:00","2019","04","28","09:00","-2.0","","-7.2","","68","","34","","21","","64.4","","89.82","","","","-8","","NA"
"2019-04-28 10:00","2019","04","28","10:00","-0.8","","-6.5","","65","","35","","23","","64.4","","89.85","","","","-7","","NA"
"2019-04-28 11:00","2019","04","28","11:00","-0.1","","-6.1","","64","","35","","23","","64.4","","89.87","","","","-6","","Mainly Clear"
"2019-04-28 12:00","2019","04","28","12:00","0.7","","-5.8","","62","","35","","24","","64.4","","89.87","","","","","","NA"
"2019-04-28 13:00","2019","04","28","13:00","1.3","","-6.0","","58","","1","","19","","48.3","","89.87","","","","","","NA"
"2019-04-28 14:00","2019","04","28","14:00","1.5","","-8.6","","47","","36","","22","","48.3","","89.88","","","","","","Mainly Clear"
"2019-04-28 15:00","2019","04","28","15:00","1.9","","-8.9","","45","","2","","9","","48.3","","89.88","","","","","","NA"
"2019-04-28 16:00","2019","04","28","16:00","2.2","","-12.3","","33","","2","","9","","64.4","","89.85","","","","","","NA"
"2019-04-28 17:00","2019","04","28","17:00","2.2","","-11.2","","36","","36","","3","","64.4","","89.85","","","","","","Mainly Clear"
"2019-04-28 18:00","2019","04","28","18:00","1.7","","-8.6","","47","","5","","10","","64.4","","89.87","","","","","","NA"
"2019-04-28 19:00","2019","04","28","19:00","1.4","","-7.5","","52","","24","","12","","11.3","","89.87","","","","","","NA"
"2019-04-28 20:00","2019","04","28","20:00","-0.2","","-4.1","","75","","34","","14","","11.3","","89.91","","","","-4","","Snow"
"2019-04-28 21:00","2019","04","28","21:00","-0.2","","-4.6","","73","","29","","6","","11.3","","89.90","","","","-2","","NA"
"2019-04-28 22:00","2019","04","28","22:00","-0.3","","-5.4","","68","","27","","5","","16.1","","89.91","","","","-2","","NA"
"2019-04-28 23:00","2019","04","28","23:00","-0.9","","-5.1","","73","","29","","10","","24.1","","89.88","","","","-4","","Mainly Clear"
"2019-04-29 00:00","2019","04","29","00:00","-1.4","","-4.4","","80","","26","","9","","24.1","","89.89","","","","-5","","NA"
"2019-04-29 01:00","2019","04","29","01:00","-1.8","","-4.5","","82","","36","","3","","24.1","","89.87","","","","-3","","NA"
"2019-04-29 02:00","2019","04","29","02:00","-1.9","","-4.8","","81","","26","","5","","24.1","","89.83","","","","-4","","Mainly Clear"
"2019-04-29 03:00","2019","04","29","03:00","-2.4","","-5.3","","80","","28","","4","","24.1","","89.79","","","","-4","","NA"
"2019-04-29 04:00","2019","04","29","04:00","-3.5","","-5.7","","85","","0","","1","","24.1","","89.79","","","","-4","","NA"
"2019-04-29 05:00","2019","04","29","05:00","-4.0","","-5.7","","88","","22","","5","","64.4","","89.77","","","","-6","","Mainly Clear"
"2019-04-29 06:00","2019","04","29","06:00","-4.4","","-6.3","","86","","3","","3","","64.4","","89.77","","","","-6","","NA"
"2019-04-29 07:00","2019","04","29","07:00","-2.1","","-6.0","","75","","34","","8","","64.4","","89.77","","","","-5","","NA"
"2019-04-29 08:00","2019","04","29","08:00","-0.4","","-6.5","","64","","35","","11","","64.4","","89.76","","","","-4","","Mainly Clear"
"2019-04-29 09:00","2019","04","29","09:00","0.2","","-5.8","","64","","1","","7","","64.4","","89.73","","","","","","NA"
"2019-04-29 10:00","2019","04","29","10:00","0.8","","-6.6","","58","","6","","6","","64.4","","89.71","","","","","","NA"
"2019-04-29 11:00","2019","04","29","11:00","1.6","","-8.1","","48","","1","","8","","64.4","","89.69","","","","","","Mainly Clear"
"2019-04-29 12:00","2019","04","29","12:00","2.4","","-9.1","","43","","36","","10","","64.4","","89.64","","","","","","NA"
"2019-04-29 13:00","2019","04","29","13:00","2.8","","-10.6","","37","","6","","9","","64.4","","89.58","","","","","","NA"
"2019-04-29 14:00","2019","04","29","14:00","3.1","","-11.6","","33","","1","","6","","64.4","","89.54","","","","","","Mainly Clear"
"2019-04-29 15:00","2019","04","29","15:00","3.7","","-9.2","","39","","9","","7","","64.4","","89.48","","","","","","NA"
"2019-04-29 16:00","2019","04","29","16:00","3.8","","-11.7","","32","","2","","13","","48.3","","89.47","","","","","","NA"
"2019-04-29 17:00","2019","04","29","17:00","3.3","","-10.1","","37","","1","","18","","48.3","","89.48","","","","","","Mainly Clear"
"2019-04-29 18:00","2019","04","29","18:00","3.1","","-5.2","","54","","4","","20","","48.3","","89.48","","","","","","NA"
"2019-04-29 19:00","2019","04","29","19:00","2.1","","-5.2","","59","","4","","13","","32.2","","89.47","","","","","","NA"
"2019-04-29 20:00","2019","04","29","20:00","0.2","","-4.9","","69","","1","","11","","32.2","","89.48","","","","","","Mostly Cloudy"
"2019-04-29 21:00","2019","04","29","21:00","0.7","","-5.0","","65","","36","","1","","24.1","","89.49","","","","","","NA"
"2019-04-29 22:00","2019","04","29","22:00","0.8","","-5.3","","63","","26","","3","","24.1","","89.47","","","","","","NA"
"2019-04-29 23:00","2019","04","29","23:00","0.6","","-6.5","","59","","27","","7","","24.1","","89.43","","","","","","Mainly Clear"
"2019-04-30 00:00","2019","04","30","00:00","-0.3","","-5.4","","69","","31","","4","","24.1","","89.40","","","","-2","","NA"
"2019-04-30 01:00","2019","04","30","01:00","-1.4","","-5.4","","74","","23","","8","","24.1","","89.37","","","","-4","","NA"
"2019-04-30 02:00","2019","04","30","02:00","-1.7","","-5.2","","77","","29","","9","","24.1","","89.31","","","","-5","","Mainly Clear"
"2019-04-30 03:00","2019","04","30","03:00","-2.6","","-5.8","","79","","21","","9","","24.1","","89.27","","","","-6","","NA"
"2019-04-30 04:00","2019","04","30","04:00","-3.0","","-6.1","","80","","22","","11","","24.1","","89.23","","","","-7","","NA"
"2019-04-30 05:00","2019","04","30","05:00","-3.7","","-6.9","","79","","23","","8","","32.2","","89.22","","","","-7","","Mainly Clear"
"2019-04-30 06:00","2019","04","30","06:00","-2.1","","-8.1","","64","","26","","3","","64.4","","89.21","","","","-3","","NA"
"2019-04-30 07:00","2019","04","30","07:00","-1.5","","-7.3","","65","","35","","8","","64.4","","89.25","","","","-5","","NA"
"2019-04-30 08:00","2019","04","30","08:00","-0.1","","-5.3","","68","","35","","22","","64.4","","89.26","","","","-6","","Cloudy"
"2019-04-30 09:00","2019","04","30","09:00","1.0","","-6.0","","59","","35","","29","","64.4","","89.26","","","","","","NA"
"2019-04-30 10:00","2019","04","30","10:00","1.4","","-5.3","","61","","34","","25","","64.4","","89.27","","","","","","NA"
"2019-04-30 11:00","2019","04","30","11:00","1.1","","-4.9","","64","","33","","30","","24.1","","89.32","","","","","","Cloudy"
"2019-04-30 12:00","2019","04","30","12:00","1.6","","-4.5","","64","","36","","34","","24.1","","89.32","","","","","","NA"
"2019-04-30 13:00","2019","04","30","13:00","1.9","","-5.7","","57","","1","","26","","24.1","","89.30","","","","","","NA"
"2019-04-30 14:00","2019","04","30","14:00","2.4","","-7.7","","47","","1","","28","","24.1","","89.28","","","","","","Mostly Cloudy"
"2019-04-30 15:00","2019","04","30","15:00","3.2","","-7.4","","46","","35","","25","","24.1","","89.26","","","","","","NA"
"2019-04-30 16:00","2019","04","30","16:00","0.5","","-4.2","","70","","4","","20","","4.0","","89.28","","","","","","Snow"
"2019-04-30 17:00","2019","04","30","17:00","1.3","","-5.8","","59","","6","","5","","24.1","","89.26","","","","","","Mostly Cloudy"
"2019-04-30 18:00","2019","04","30","18:00","0.8","","-4.6","","67","","7","","13","","24.1","","89.25","","","","","","NA"
"2019-04-30 19:00","2019","04","30","19:00","0.9","","-5.6","","62","","36","","2","","16.1","","89.24","","","","","","NA"
"2019-04-30 20:00","2019","04","30","20:00","0.2","","-4.8","","69","","21","","17","","4.0","","89.24","","","","","","Fog"
"2019-04-30 21:00","2019","04","30","21:00","-1.0","","-3.0","","86","","20","","13","","3.2","","89.26","","","","-5","","Snow"
"2019-04-30 22:00","2019","04","30","22:00","-1.4","","-2.9","","89","","18","","12","","3.6","","89.19","","","","-5","","Snow,Fog"
"2019-04-30 23:00","2019","04","30","23:00","-0.8","","-2.5","","88","","20","","14","","11.3","","89.14","","","","-5","","Cloudy"
